Data_type	names	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
22G	Gene:WBGene00006495:22G:cpna-1, F31D5.3:WAGO	cpna-1, F31D5.3	2	10	3	1	C1	1	0	Control
22G	Gene:WBGene00006495:22G:cpna-1, F31D5.3:WAGO	cpna-1, F31D5.3	1	16	5	0	C1	1	0	Control
22G	Gene:WBGene00006498:22G:R13F6.4, ten-1:CSR	R13F6.4, ten-1	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00006498:22G:R13F6.4, ten-1:CSR	R13F6.4, ten-1	2	10	1	1	C1	1	0	Control
22G	Gene:WBGene00006505:22G:lagr-1, Y6B3B.10:WAGO	lagr-1, Y6B3B.10	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00006552:22G:tbx-33, Y66A7A.8:CSR	tbx-33, Y66A7A.8	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00006578:22G:F25H2.1, tli-1:CSR	F25H2.1, tli-1	2	4	7	1	C1	1	0	Control
22G	Gene:WBGene00006578:22G:F25H2.1, tli-1:CSR	F25H2.1, tli-1	2	16	3	1	C1	1	0	Control
22G	Gene:WBGene00006580:22G:T23G4.1, tlp-1:CSR	T23G4.1, tlp-1	2	2	5	1	C1	0	1	Control
22G	Gene:WBGene00006580:22G:T23G4.1, tlp-1:CSR	T23G4.1, tlp-1	2	10	1	1	C1	0	1	Control
22G	Gene:WBGene00006580:22G:T23G4.1, tlp-1:CSR	T23G4.1, tlp-1	1	14	7	0	C1	0	1	Control
22G	Gene:WBGene00006756:22G:unc-17, ZC416.8:WAGO	unc-17, ZC416.8	2	8	5	1	C1	0	1	Control
22G	Gene:WBGene00006756:22G:unc-17, ZC416.8:WAGO	unc-17, ZC416.8	1	18	3	0	C1	0	1	Control
22G	Gene:WBGene00006771:22G:tln-1, Y71G12B.11:WAGO	tln-1, Y71G12B.11	2	8	11	1	C1	1	0	Control
22G	Gene:WBGene00006801:22G:K11C4.5, unc-68:WAGO	K11C4.5, unc-68	2	2	3	1	C1	1	0	Control
22G	Gene:WBGene00006801:22G:K11C4.5, unc-68:WAGO	K11C4.5, unc-68	2	8	5	1	C1	1	0	Control
22G	Gene:WBGene00006801:22G:K11C4.5, unc-68:WAGO	K11C4.5, unc-68	2	16	3	1	C1	1	0	Control
22G	Gene:WBGene00006815:22G:unc-83, W01A11.3:WAGO	unc-83, W01A11.3	2	2	1	1	C1	1	0	Control
22G	Gene:WBGene00006830:22G:C30D11.1, unc-103:WAGO	C30D11.1, unc-103	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00006831:22G:C52E12.2, unc-104:WAGO	C52E12.2, unc-104	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00006862:22G:C42D8.3, pnk-4:CSR	C42D8.3, pnk-4	2	8	3	1	C1	1	0	Control
22G	Gene:WBGene00006862:22G:C42D8.3, pnk-4:CSR	C42D8.3, pnk-4	2	14	3	1	C1	1	0	Control
22G	Gene:WBGene00006910:22G:R10E11.8, vha-1:ALG, CSR	R10E11.8, vha-1	2	2	1	1	C1	1	0	Control
22G	Gene:WBGene00006910:22G:R10E11.8, vha-1:ALG, CSR	R10E11.8, vha-1	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00006918:22G:vha-9, ZK970.4:ALG, CSR	vha-9, ZK970.4	2	2	1	1	C1	0	1	Control
22G	Gene:WBGene00006918:22G:vha-9, ZK970.4:ALG, CSR	vha-9, ZK970.4	2	6	9	1	C1	0	1	Control
22G	Gene:WBGene00006918:22G:vha-9, ZK970.4:ALG, CSR	vha-9, ZK970.4	1	18	3	0	C1	0	1	Control
22G	Gene:WBGene00006922:22G:F08G12.4, vhl-1:WAGO	F08G12.4, vhl-1	1	4	17	0	C1	1	0	Control
22G	Gene:WBGene00006925:22G:K09F5.2, vit-1:CSR	K09F5.2, vit-1	1	20	1	0	C1	0	1	Control
22G	Gene:WBGene00007055:22G:F41E6.6, tag-196:WAGO	F41E6.6, tag-196	2	4	3	1	C1	1	0	Control
22G	Gene:WBGene00007055:22G:F41E6.6, tag-196:WAGO	F41E6.6, tag-196	2	12	5	1	C1	1	0	Control
22G	Gene:WBGene00007059:22G:F08C6.3, vps-52:CSR	F08C6.3, vps-52	2	4	1	1	C1	1	0	Control
22G	Gene:WBGene00007059:22G:F08C6.3, vps-52:CSR	F08C6.3, vps-52	2	10	5	1	C1	1	0	Control
22G	Gene:WBGene00007059:22G:F08C6.3, vps-52:CSR	F08C6.3, vps-52	1	18	3	0	C1	1	0	Control
22G	Gene:WBGene00007114:22G:B0035.16, mttu-1:WAGO	B0035.16, mttu-1	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00007139:22G:B0285.7, mnp-1:WAGO	B0285.7, mnp-1	1	12	9	0	C1	1	0	Control
22G	Gene:WBGene00007179:22G:B0457.4:WAGO	B0457.4	2	2	3	1	C1	1	0	Control
22G	Gene:WBGene00007179:22G:B0457.4:WAGO	B0457.4	2	10	3	1	C1	1	0	Control
22G	Gene:WBGene00007179:22G:B0457.4:WAGO	B0457.4	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00007220:22G:C01B9.1:WAGO	C01B9.1	2	2	5	1	C1	0	1	Control
22G	Gene:WBGene00007220:22G:C01B9.1:WAGO	C01B9.1	1	10	11	0	C1	0	1	Control
22G	Gene:WBGene00007242:22G:C01G12.1, madf-5:WAGO	C01G12.1, madf-5	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00007242:22G:C01G12.1, madf-5:WAGO	C01G12.1, madf-5	2	16	3	1	C1	1	0	Control
22G	Gene:WBGene00007296:22G:arrd-25, C04C11.2:CSR	arrd-25, C04C11.2	2	2	1	1	C1	1	0	Control
22G	Gene:WBGene00007296:22G:arrd-25, C04C11.2:CSR	arrd-25, C04C11.2	2	8	1	1	C1	1	0	Control
22G	Gene:WBGene00007331:22G:C05C10.4, pho-11:WAGO	C05C10.4, pho-11	2	6	1	1	C1	0	1	Control
22G	Gene:WBGene00007331:22G:C05C10.4, pho-11:WAGO	C05C10.4, pho-11	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00007354:22G:C06A1.3:ALG, WAGO	C06A1.3	2	2	3	1	C1	0	1	Control
22G	Gene:WBGene00007372:22G:C06B8.7:WAGO	C06B8.7	2	2	1	1	C1	1	0	Control
22G	Gene:WBGene00007372:22G:C06B8.7:WAGO	C06B8.7	1	6	15	0	C1	1	0	Control
22G	Gene:WBGene00007400:22G:bud-31, C07A9.2:CSR	bud-31, C07A9.2	2	10	1	1	C1	1	0	Control
22G	Gene:WBGene00007400:22G:bud-31, C07A9.2:CSR	bud-31, C07A9.2	2	14	3	1	C1	1	0	Control
22G	Gene:WBGene00007487:22G:C09G1.5:WAGO	C09G1.5	2	10	3	1	C1	1	0	Control
22G	Gene:WBGene00007489:22G:C09G5.7:ALG, WAGO	C09G5.7	2	4	15	1	C1	1	0	Control
22G	Gene:WBGene00007547:22G:C13C4.2, nhr-154:CSR	C13C4.2, nhr-154	2	6	1	1	C1	0	1	Control
22G	Gene:WBGene00007547:22G:C13C4.2, nhr-154:CSR	C13C4.2, nhr-154	2	16	1	1	C1	0	1	Control
22G	Gene:WBGene00007574:22G:C14B1.3:CSR	C14B1.3	2	10	1	1	C1	0	1	Control
22G	Gene:WBGene00007642:22G:C17E4.2:CSR	C17E4.2	2	2	1	1	C1	1	0	Control
22G	Gene:WBGene00007672:22G:C18D4.2, fbxa-136:WAGO	C18D4.2, fbxa-136	1	18	3	0	C1	1	0	Control
22G	Gene:WBGene00007674:22G:C18D4.4:WAGO	C18D4.4	1	20	1	0	C1	0	1	Control
22G	Gene:WBGene00007731:22G:C25G4.3:CSR	C25G4.3	2	18	1	1	C1	0	1	Control
22G	Gene:WBGene00007750:22G:C26G2.1, syg-2:WAGO	C26G2.1, syg-2	2	8	5	1	C1	1	0	Control
22G	Gene:WBGene00007750:22G:C26G2.1, syg-2:WAGO	C26G2.1, syg-2	1	18	3	0	C1	1	0	Control
22G	Gene:WBGene00007756:22G:C27A7.5:CSR	C27A7.5	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00007813:22G:C29F7.6, jmjd-3.3:WAGO	C29F7.6, jmjd-3.3	2	12	5	1	C1	1	0	Control
22G	Gene:WBGene00007836:22G:C31C9.2:CSR	C31C9.2	2	4	1	1	C1	0	1	Control
22G	Gene:WBGene00007836:22G:C31C9.2:CSR	C31C9.2	2	8	3	1	C1	0	1	Control
22G	Gene:WBGene00007836:22G:C31C9.2:CSR	C31C9.2	2	16	1	1	C1	0	1	Control
22G	Gene:WBGene00007849:22G:C31E10.8, tbc-19:WAGO	C31E10.8, tbc-19	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00007849:22G:C31E10.8, tbc-19:WAGO	C31E10.8, tbc-19	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00007880:22G:C33A12.1:CSR	C33A12.1	2	4	1	1	C1	0	1	Control
22G	Gene:WBGene00007941:22G:C34F6.7:WAGO	C34F6.7	2	6	13	1	C1	1	0	Control
22G	Gene:WBGene00007976:22G:C36B1.9:WAGO	C36B1.9	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00007984:22G:C36F7.1, irx-1:WAGO	C36F7.1, irx-1	1	20	1	0	C1	0	1	Control
22G	Gene:WBGene00007988:22G:best-8, C37A5.1:WAGO	best-8, C37A5.1	2	10	1	1	C1	1	0	Control
22G	Gene:WBGene00007988:22G:best-8, C37A5.1:WAGO	best-8, C37A5.1	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00007991:22G:C37A5.7:CSR	C37A5.7	2	18	1	1	C1	0	1	Control
22G	Gene:WBGene00008051:22G:C41C4.3, lron-4:WAGO	C41C4.3, lron-4	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00008078:22G:C44B9.1, vps-50:WAGO	C44B9.1, vps-50	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00008085:22G:C44C10.4, smcl-1:CSR	C44C10.4, smcl-1	2	4	1	1	C1	1	0	Control
22G	Gene:WBGene00008170:22G:C48B4.7:CSR	C48B4.7	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00008316:22G:C54G4.6, dod-18:WAGO	C54G4.6, dod-18	2	4	3	1	C1	0	1	Control
22G	Gene:WBGene00008316:22G:C54G4.6, dod-18:WAGO	C54G4.6, dod-18	2	10	3	1	C1	0	1	Control
22G	Gene:WBGene00008316:22G:C54G4.6, dod-18:WAGO	C54G4.6, dod-18	1	16	5	0	C1	0	1	Control
22G	Gene:WBGene00008350:22G:CE7X_3.2:CSR	CE7X_3.2	2	8	1	1	C1	1	0	Control
22G	Gene:WBGene00008372:22G:D1054.5:WAGO	D1054.5	2	2	7	1	C1	1	0	Control
22G	Gene:WBGene00008372:22G:D1054.5:WAGO	D1054.5	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00008372:22G:D1054.5:WAGO	D1054.5	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00008413:22G:D2030.3:CSR	D2030.3	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00008459:22G:E02H1.8, mrpl-53:CSR	E02H1.8, mrpl-53	2	2	1	1	C1	0	1	Control
22G	Gene:WBGene00008459:22G:E02H1.8, mrpl-53:CSR	E02H1.8, mrpl-53	2	8	1	1	C1	0	1	Control
22G	Gene:WBGene00008459:22G:E02H1.8, mrpl-53:CSR	E02H1.8, mrpl-53	2	14	1	1	C1	0	1	Control
22G	Gene:WBGene00008464:22G:E02H4.6:CSR	E02H4.6	2	8	1	1	C1	0	1	Control
22G	Gene:WBGene00008464:22G:E02H4.6:CSR	E02H4.6	1	20	1	0	C1	0	1	Control
22G	Gene:WBGene00008582:22G:F08G5.3:WAGO	F08G5.3	1	4	17	0	C1	1	0	Control
22G	Gene:WBGene00008601:22G:F09A5.4, mob-2:CSR	F09A5.4, mob-2	2	8	1	1	C1	1	0	Control
22G	Gene:WBGene00008601:22G:F09A5.4, mob-2:CSR	F09A5.4, mob-2	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00008664:22G:F10G8.6, nubp-1:CSR	F10G8.6, nubp-1	2	16	1	1	C1	0	1	Control
22G	Gene:WBGene00008726:22G:F13A7.11:WAGO	F13A7.11	2	8	3	1	C1	1	0	Control
22G	Gene:WBGene00008726:22G:F13A7.11:WAGO	F13A7.11	1	18	3	0	C1	1	0	Control
22G	Gene:WBGene00008745:22G:F13E6.1:CSR	F13E6.1	1	18	3	0	C1	0	1	Control
22G	Gene:WBGene00008760:22G:F13E9.11:WAGO	F13E9.11	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00008805:22G:F14F3.2, git-1:CSR	F14F3.2, git-1	2	10	3	1	C1	0	1	Control
22G	Gene:WBGene00008822:22G:F14H3.3:CSR	F14H3.3	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00008825:22G:F14H3.6:CSR	F14H3.6	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00008858:22G:F15D3.8, pals-1:WAGO	F15D3.8, pals-1	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00008915:22G:F17C11.4:CSR	F17C11.4	2	2	13	1	C1	1	0	Control
22G	Gene:WBGene00008915:22G:F17C11.4:CSR	F17C11.4	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00008925:22G:F17H10.1:CSR	F17H10.1	2	4	1	1	C1	1	0	Control
22G	Gene:WBGene00008925:22G:F17H10.1:CSR	F17H10.1	2	8	1	1	C1	1	0	Control
22G	Gene:WBGene00008925:22G:F17H10.1:CSR	F17H10.1	2	14	3	1	C1	1	0	Control
22G	Gene:WBGene00008940:22G:F18H3.4:CSR	F18H3.4	2	2	1	1	C1	1	0	Control
22G	Gene:WBGene00008940:22G:F18H3.4:CSR	F18H3.4	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00008940:22G:F18H3.4:CSR	F18H3.4	2	10	1	1	C1	1	0	Control
22G	Gene:WBGene00008940:22G:F18H3.4:CSR	F18H3.4	2	14	1	1	C1	1	0	Control
22G	Gene:WBGene00008940:22G:F18H3.4:CSR	F18H3.4	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00008945:22G:F19B2.6:WAGO	F19B2.6	2	8	5	1	C1	1	0	Control
22G	Gene:WBGene00008945:22G:F19B2.6:WAGO	F19B2.6	1	18	3	0	C1	1	0	Control
22G	Gene:WBGene00008949:22G:F19B6.3:WAGO	F19B6.3	2	8	3	1	C1	1	0	Control
22G	Gene:WBGene00008949:22G:F19B6.3:WAGO	F19B6.3	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00008986:22G:F20G2.2:WAGO	F20G2.2	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00009005:22G:F21C3.6:WAGO	F21C3.6	2	8	1	1	C1	0	1	Control
22G	Gene:WBGene00009005:22G:F21C3.6:WAGO	F21C3.6	2	12	7	1	C1	0	1	Control
22G	Gene:WBGene00009013:22G:F21D5.8, mrps-33:CSR	F21D5.8, mrps-33	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00009062:NA:F22G12.2:unk	F22G12.2	2	2	1	1	C1	0	1	Control
22G	Gene:WBGene00009063:NA:F22G12.3:unk	F22G12.3	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00009126:22G:F25H5.3, pyk-1:ALG, WAGO	F25H5.3, pyk-1	1	2	19	0	C1	1	0	Control
22G	Gene:WBGene00009128:22G:F25H5.6, mrpl-54:CSR	F25H5.6, mrpl-54	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00009132:22G:F25H8.2:CSR	F25H8.2	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00009201:22G:F28C1.3:CSR	F28C1.3	2	14	1	1	C1	1	0	Control
22G	Gene:WBGene00009202:22G:aptf-4, F28C6.1:CSR	aptf-4, F28C6.1	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00009202:22G:aptf-4, F28C6.1:CSR	aptf-4, F28C6.1	2	14	1	1	C1	1	0	Control
22G	Gene:WBGene00009219:22G:dpm-3, F28D1.11:CSR	dpm-3, F28D1.11	2	8	1	1	C1	1	0	Control
22G	Gene:WBGene00009287:22G:F31C3.5, psf-2:CSR	F31C3.5, psf-2	2	2	1	1	C1	0	1	Control
22G	Gene:WBGene00009287:22G:F31C3.5, psf-2:CSR	F31C3.5, psf-2	2	16	3	1	C1	0	1	Control
22G	Gene:WBGene00009300:22G:F31F6.1:CSR	F31F6.1	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00009437:22G:F35G2.3:WAGO	F35G2.3	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00009444:22G:erh-2, F35G12.11:CSR	erh-2, F35G12.11	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00009453:22G:F36A2.3:WAGO	F36A2.3	2	4	11	1	C1	0	1	Control
22G	Gene:WBGene00009453:22G:F36A2.3:WAGO	F36A2.3	1	20	1	0	C1	0	1	Control
22G	Gene:WBGene00009469:22G:F36D3.1:CSR	F36D3.1	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00009469:22G:F36D3.1:CSR	F36D3.1	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00009495:22G:F36H1.10, hrg-6:WAGO	F36H1.10, hrg-6	1	20	1	0	C1	0	1	Control
22G	Gene:WBGene00009541:22G:cutl-17, F38E11.4:WAGO	cutl-17, F38E11.4	2	2	11	1	C1	0	1	Control
22G	Gene:WBGene00009541:22G:cutl-17, F38E11.4:WAGO	cutl-17, F38E11.4	1	20	1	0	C1	0	1	Control
22G	Gene:WBGene00009558:22G:F39B2.8:WAGO	F39B2.8	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00009561:22G:F39D8.3:WAGO	F39D8.3	2	2	13	1	C1	0	1	Control
22G	Gene:WBGene00009561:22G:F39D8.3:WAGO	F39D8.3	1	18	3	0	C1	0	1	Control
22G	Gene:WBGene00009630:22G:F42E8.1:WAGO	F42E8.1	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00009721:22G:F45D3.1:WAGO	F45D3.1	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00009734:22G:F45G2.8:CSR	F45G2.8	2	6	1	1	C1	0	1	Control
22G	Gene:WBGene00009793:22G:F46F6.2, pkn-1:WAGO	F46F6.2, pkn-1	2	2	1	1	C1	1	0	Control
22G	Gene:WBGene00009793:22G:F46F6.2, pkn-1:WAGO	F46F6.2, pkn-1	2	10	3	1	C1	1	0	Control
22G	Gene:WBGene00009793:22G:F46F6.2, pkn-1:WAGO	F46F6.2, pkn-1	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00009793:22G:F46F6.2, pkn-1:WAGO	F46F6.2, pkn-1	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00009801:22G:F47A4.5, ipla-2:WAGO	F47A4.5, ipla-2	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00009801:22G:F47A4.5, ipla-2:WAGO	F47A4.5, ipla-2	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00009801:22G:F47A4.5, ipla-2:WAGO	F47A4.5, ipla-2	1	18	3	0	C1	1	0	Control
22G	Gene:WBGene00009823:22G:F47G4.2, gadr-6:WAGO	F47G4.2, gadr-6	2	16	3	1	C1	1	0	Control
22G	Gene:WBGene00009825:22G:F47G4.4:CSR	F47G4.4	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00009825:22G:F47G4.4:CSR	F47G4.4	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00009846:22G:F48F5.2:WAGO	F48F5.2	2	4	1	1	C1	0	1	Control
22G	Gene:WBGene00009846:22G:F48F5.2:WAGO	F48F5.2	2	8	3	1	C1	0	1	Control
22G	Gene:WBGene00009915:22G:F52A8.1:CSR	F52A8.1	2	6	3	1	C1	1	0	Control
22G	Gene:WBGene00009940:22G:F52F12.7, strl-1:CSR	F52F12.7, strl-1	2	8	1	1	C1	0	1	Control
22G	Gene:WBGene00009940:22G:F52F12.7, strl-1:CSR	F52F12.7, strl-1	2	14	1	1	C1	0	1	Control
22G	Gene:WBGene00009977:22G:F53C11.8, swan-1:CSR	F53C11.8, swan-1	2	4	1	1	C1	1	0	Control
22G	Gene:WBGene00010011:22G:F53H4.6:WAGO	F53H4.6	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00010028:22G:F54B11.5:WAGO	F54B11.5	2	10	1	1	C1	1	0	Control
22G	Gene:WBGene00010028:22G:F54B11.5:WAGO	F54B11.5	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00010066:22G:F54F7.6:WAGO	F54F7.6	1	4	17	0	C1	1	0	Control
22G	Gene:WBGene00010111:22G:F55D12.2:WAGO	F55D12.2	2	4	3	1	C1	0	1	Control
22G	Gene:WBGene00010111:22G:F55D12.2:WAGO	F55D12.2	1	14	7	0	C1	0	1	Control
22G	Gene:WBGene00010119:22G:F55G7.1:WAGO	F55G7.1	2	2	17	1	C1	1	0	Control
22G	Gene:WBGene00010177:22G:F57A8.1:WAGO	F57A8.1	2	12	1	1	C1	0	1	Control
22G	Gene:WBGene00010177:22G:F57A8.1:WAGO	F57A8.1	1	18	3	0	C1	0	1	Control
22G	Gene:WBGene00010184:22G:F57A10.2:WAGO	F57A10.2	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00010204:22G:cpr-9, F57F5.1:WAGO	cpr-9, F57F5.1	2	6	3	1	C1	1	0	Control
22G	Gene:WBGene00010229:22G:F58A4.6:CSR	F58A4.6	2	4	1	1	C1	1	0	Control
22G	Gene:WBGene00010229:22G:F58A4.6:CSR	F58A4.6	2	10	1	1	C1	1	0	Control
22G	Gene:WBGene00010229:22G:F58A4.6:CSR	F58A4.6	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00010230:22G:F58A4.9, rpac-19:CSR	F58A4.9, rpac-19	2	10	1	1	C1	1	0	Control
22G	Gene:WBGene00010288:22G:F58H1.5:CSR	F58H1.5	2	10	1	1	C1	1	0	Control
22G	Gene:WBGene00010332:22G:F59D12.5:CSR	F59D12.5	2	8	1	1	C1	1	0	Control
22G	Gene:WBGene00010332:22G:F59D12.5:CSR	F59D12.5	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00010336:22G:acox-1.6, F59F4.1:WAGO	acox-1.6, F59F4.1	2	4	1	1	C1	1	0	Control
22G	Gene:WBGene00010336:22G:acox-1.6, F59F4.1:WAGO	acox-1.6, F59F4.1	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00010336:22G:acox-1.6, F59F4.1:WAGO	acox-1.6, F59F4.1	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00010385:22G:H12D21.9:WAGO	H12D21.9	2	10	1	1	C1	0	1	Control
22G	Gene:WBGene00010397:22G:H13N06.4, suox-1:CSR	H13N06.4, suox-1	2	16	3	1	C1	1	0	Control
22G	Gene:WBGene00010434:22G:H40L08.3:WAGO	H40L08.3	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00010472:22G:cdr-7, K01D12.13:WAGO	cdr-7, K01D12.13	2	16	3	1	C1	1	0	Control
22G	Gene:WBGene00010489:22G:K02B7.1:WAGO	K02B7.1	2	4	13	1	C1	1	0	Control
22G	Gene:WBGene00010519:22G:K03A11.1:CSR	K03A11.1	2	10	1	1	C1	0	1	Control
22G	Gene:WBGene00010555:22G:K04C1.5:CSR	K04C1.5	2	2	3	1	C1	0	1	Control
22G	Gene:WBGene00010555:22G:K04C1.5:CSR	K04C1.5	2	8	3	1	C1	0	1	Control
22G	Gene:WBGene00010555:22G:K04C1.5:CSR	K04C1.5	1	16	5	0	C1	0	1	Control
22G	Gene:WBGene00010587:22G:K05C4.11, sol-2:WAGO	K05C4.11, sol-2	1	20	1	0	C1	0	1	Control
22G	Gene:WBGene00010681:22G:K08F8.1, mak-1:CSR	K08F8.1, mak-1	2	10	1	1	C1	0	1	Control
22G	Gene:WBGene00010681:22G:K08F8.1, mak-1:CSR	K08F8.1, mak-1	2	16	1	1	C1	0	1	Control
22G	Gene:WBGene00010690:22G:K08H2.3:WAGO	K08H2.3	2	4	11	1	C1	1	0	Control
22G	Gene:WBGene00010690:22G:K08H2.3:WAGO	K08H2.3	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00010704:22G:K09A11.1:WAGO	K09A11.1	2	4	1	1	C1	1	0	Control
22G	Gene:WBGene00010704:22G:K09A11.1:WAGO	K09A11.1	2	8	7	1	C1	1	0	Control
22G	Gene:WBGene00010704:22G:K09A11.1:WAGO	K09A11.1	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00010712:22G:K09B11.5:ALG, WAGO	K09B11.5	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00010726:22G:K09E9.3:WAGO	K09E9.3	2	6	13	1	C1	1	0	Control
22G	Gene:WBGene00010769:22G:asah-1, K11D2.2:WAGO	asah-1, K11D2.2	2	2	7	1	C1	1	0	Control
22G	Gene:WBGene00010769:22G:asah-1, K11D2.2:WAGO	asah-1, K11D2.2	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00010804:22G:M01E5.1:WAGO	M01E5.1	2	4	1	1	C1	1	0	Control
22G	Gene:WBGene00010804:22G:M01E5.1:WAGO	M01E5.1	2	8	5	1	C1	1	0	Control
22G	Gene:WBGene00010804:22G:M01E5.1:WAGO	M01E5.1	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00010804:22G:M01E5.1:WAGO	M01E5.1	1	20	1	0	C1	1	0	Control
22G	Gene:WBGene00010811:22G:hmit-1.3, M01F1.5:WAGO	hmit-1.3, M01F1.5	2	16	3	1	C1	0	1	Control
22G	Gene:WBGene00010858:22G:M04C9.3:WAGO	M04C9.3	2	6	3	1	C1	1	0	Control
22G	Gene:WBGene00010858:22G:M04C9.3:WAGO	M04C9.3	1	12	9	0	C1	1	0	Control
22G	Gene:WBGene00010897:22G:lact-3, M28.6:WAGO	lact-3, M28.6	2	16	1	1	C1	1	0	Control
22G	Gene:WBGene00010986:22G:R03A10.6, sprr-1:WAGO	R03A10.6, sprr-1	2	8	1	1	C1	1	0	Control
22G	Gene:WBGene00010986:22G:R03A10.6, sprr-1:WAGO	R03A10.6, sprr-1	2	16	3	1	C1	1	0	Control
22G	Gene:WBGene00011062:22G:R06C7.2:CSR	R06C7.2	2	6	1	1	C1	0	1	Control
22G	Gene:WBGene00011117:22G:R07E5.11:CSR	R07E5.11	1	2	19	0	C1	0	1	Control
22G	Gene:WBGene00011119:22G:mpc-1, R07E5.13:CSR	mpc-1, R07E5.13	2	4	1	1	C1	0	1	Control
22G	Gene:WBGene00011139:22G:R08B4.3:WAGO	R08B4.3	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00011139:22G:R08B4.3:WAGO	R08B4.3	2	14	3	1	C1	1	0	Control
22G	Gene:WBGene00011235:22G:R11A5.7, suro-1:CSR	R11A5.7, suro-1	2	10	1	1	C1	0	1	Control
22G	Gene:WBGene00011261:22G:nphp-4, R13H4.1:WAGO	nphp-4, R13H4.1	1	20	1	0	C1	0	1	Control
22G	Gene:WBGene00011274:22G:R53.5:CSR	R53.5	2	16	1	1	C1	0	1	Control
22G	Gene:WBGene00011291:22G:R102.4:WAGO	R102.4	2	12	3	1	C1	0	1	Control
22G	Gene:WBGene00011303:22G:R166.3:WAGO	R166.3	2	12	1	1	C1	1	0	Control
22G	Gene:WBGene00011303:22G:R166.3:WAGO	R166.3	2	18	1	1	C1	1	0	Control
22G	Gene:WBGene00011431:22G:T04D3.1:CSR	T04D3.1	2	6	1	1	C1	1	0	Control
22G	Gene:WBGene00011431:22G:T04D3.1:CSR	T04D3.1	2	16	1	1	C1	1	0	Control
