WB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Dif.exp	delabel
syx-2	875,5224637	0,074625995	0,111564263	0,668905911	0,503555499	0,96832401	NO	
mex-6	1627,179768	-0,128914818	0,192731876	-0,668881662	0,503570969	0,96832401	NO	
F25D7.8	0,541650596	0,928068884	1,387629313	0,668816142	0,503612768	0,96832401	NO	
csb-1	540,1963266	-0,126926301	0,189789907	-0,668772661	0,503640509	0,96832401	NO	
C54E10.10	0,273110641	1,423948794	2,130827713	0,668260876	0,503967082	0,968826248	NO	
B0280.2	35,15938293	-0,185926858	0,278243919	-0,668215349	0,503996139	0,968826248	NO	
T07F10.5	61,19176404	0,118804389	0,177799136	0,668194412	0,504009502	0,968826248	NO	
fkb-4	2116,814088	0,080386169	0,120367315	0,667840506	0,504235407	0,969191412	NO	
Y47H10A.3	8,228310476	0,308250105	0,461664229	0,667693284	0,504329398	0,969293545	NO	
rpn-12	2485,685066	0,096634849	0,144771014	0,667501362	0,50445194	0,969293545	NO	
C07D8.5	0,681358753	-0,959019571	1,43677797	-0,667479312	0,50446602	0,969293545	NO	
lir-2	1300,638795	-0,09662606	0,144789765	-0,667354212	0,504545906	0,969293545	NO	
F46C8.16	3,536126667	0,362518772	0,543245548	0,667320281	0,504567574	0,969293545	NO	
K03H1.13	998,8037925	-0,083552865	0,125212651	-0,667287725	0,504588365	0,969293545	NO	
srh-63	0,421956251	-1,212542311	1,817182762	-0,66726492	0,50460293	0,969293545	NO	
rbm-28	3113,275622	-0,105476165	0,158073818	-0,66725892	0,504606761	0,969293545	NO	
mir-8197	0,522686651	0,945683522	1,417417798	0,66718756	0,504652336	0,969293545	NO	
ced-8	610,4373887	-0,100204043	0,150222238	-0,667038675	0,50474743	0,969293545	NO	
F22F4.9	240,2912334	0,109351887	0,163937011	0,66703599	0,504749145	0,969293545	NO	
tba-1	34995,85202	-0,118006836	0,176923639	-0,666993042	0,504776578	0,969293545	NO	
T27E9.11	7,992036064	-0,246681098	0,369843401	-0,666987967	0,504779819	0,969293545	NO	
enpl-1	36550,8234	-0,096719369	0,145013215	-0,66696934	0,504791718	0,969293545	NO	
R01E6.13	0,350305518	0,842493398	1,263419204	0,666835992	0,5048769	0,96931908	NO	
R01E6.9	0,350305518	0,842493398	1,263419204	0,666835992	0,5048769	0,96931908	NO	
Y105C5B.20	31,67769409	0,204583307	0,306862904	0,66669286	0,50496834	0,969425625	NO	
Y73B3A.26	196,5150862	-0,125090596	0,187683328	-0,666498175	0,50509273	0,969445601	NO	
Y73B3A.27	196,5150862	-0,125090596	0,187683328	-0,666498175	0,50509273	0,969445601	NO	
T22B2.10	0,482155423	-1,029998228	1,545403582	-0,66649142	0,505097046	0,969445601	NO	
F48G7.12	2,246107439	-0,50461223	0,757162681	-0,666451534	0,505122533	0,969445601	NO	
col-52	7,063824166	-0,294764116	0,442365265	-0,666336487	0,505196049	0,96947485	NO	
C49H3.4	385,5841291	-0,123829695	0,185852828	-0,66627824	0,505233272	0,96947485	NO	
npr-28	210,6624213	-0,129740072	0,194795417	-0,666032468	0,505390348	0,96947485	NO	
srg-29	0,44103839	-1,022792147	1,535772416	-0,66597898	0,505424536	0,96947485	NO	
K08D9.10	0,321882658	1,484184409	2,228577345	0,665978415	0,505424897	0,96947485	NO	
ola-1	6252,514963	0,053859816	0,080879556	0,665926211	0,505458266	0,96947485	NO	
T26H5.10	1,549238325	-0,654526966	0,982943228	-0,665884811	0,50548473	0,96947485	NO	
nas-20	1,150074931	0,705251346	1,059174335	0,665850109	0,505506913	0,96947485	NO	
C05D12.2	25,42074105	-0,187013641	0,280907477	-0,66574818	0,505572072	0,96947485	NO	
cpf-2	2411,457979	0,066154626	0,099386844	0,665627597	0,505649162	0,96947485	NO	
col-168	9018,142303	-0,176189203	0,264703876	-0,6656087	0,505661244	0,96947485	NO	
C26E6.15	0,697534465	-0,888858773	1,335432772	-0,665596046	0,505669334	0,96947485	NO	
Y54G2A.13	7,637250674	-0,367198466	0,551693932	-0,665583658	0,505677255	0,96947485	NO	
D1081.3	0,539093944	-1,103831593	1,658456616	-0,665577611	0,505681121	0,96947485	NO	
nas-39	436,4620193	-0,139861271	0,210143965	-0,665549785	0,505698912	0,96947485	NO	
F35E8.10	5,716305879	0,312263762	0,469223316	0,665490718	0,505736678	0,96947485	NO	
ucr-2.1	10354,30001	0,063323828	0,095162587	0,665427771	0,505776927	0,96947485	NO	
srsx-7	1,188095528	-0,765857877	1,150947012	-0,665415409	0,505784832	0,96947485	NO	
C44E12.4	2,474060476	0,502623449	0,755537735	0,665252608	0,505888937	0,969535569	NO	
C15B12.4	18,52546413	-0,216072841	0,324808614	-0,665231251	0,505902595	0,969535569	NO	
cyp-42A1	3008,289841	-0,080999259	0,121778323	-0,665136922	0,505962921	0,969535569	NO	
B0212.3	609,6437383	-0,173805725	0,261334669	-0,665069528	0,506006024	0,969535569	NO	
F19F10.14	0,628219802	-0,874234435	1,314573343	-0,665032833	0,506029493	0,969535569	NO	
T13H5.4	4169,942064	-0,13092297	0,196898942	-0,664924699	0,506098657	0,969535569	NO	
F43G9.12	1247,094813	-0,175352777	0,263718854	-0,664923172	0,506099634	0,969535569	NO	
F54F12.2	136,9962097	0,089667734	0,134865067	0,664869978	0,506133659	0,969535569	NO	
ZK177.2	150,8587476	-0,139745628	0,210218441	-0,664763884	0,506201526	0,969535569	NO	
B0228.1	82,86965179	0,098584232	0,148303367	0,664747091	0,506212268	0,969535569	NO	
rpa-4	220,737681	-0,143094598	0,215276553	-0,66470127	0,506241582	0,969535569	NO	
ztf-18	2432,808045	-0,079616135	0,119792258	-0,664618372	0,506294615	0,969535569	NO	
subs-4	1924,285755	0,055925744	0,084159383	0,664521793	0,506356405	0,969535569	NO	
pri-2	2981,173789	-0,098704638	0,148535795	-0,664517517	0,506359141	0,969535569	NO	
mct-4	4130,55665	-0,11523003	0,173407891	-0,664502805	0,506368554	0,969535569	NO	
sre-49	3,329565851	0,37106912	0,558464015	0,664445892	0,506404969	0,969535569	NO	
mir-1828	0,638595841	0,802000521	1,207109414	0,664397537	0,506435909	0,969535569	NO	
F14F11.4	0,327961562	1,679870133	2,528575899	0,664354245	0,50646361	0,969535569	NO	
slc-17.5	212,6120674	-0,110350551	0,166131075	-0,664237868	0,50653808	0,969565567	NO	
pdp-1	1446,885458	-0,067417509	0,101508476	-0,664156449	0,506590184	0,969565567	NO	
perm-2	3,615477075	-0,450862666	0,67892055	-0,664087523	0,506634296	0,969565567	NO	
cwn-2	2490,496901	-0,127899697	0,192620113	-0,663999701	0,506690502	0,969565567	NO	
ttr-8	174,077657	0,184610964	0,278048287	0,66395289	0,506720463	0,969565567	NO	
mps-4	111,4388567	-0,095255561	0,143468116	-0,663949337	0,506722737	0,969565567	NO	
anmt-1	1503,386106	-0,066024746	0,09945077	-0,663893767	0,506758306	0,969565567	NO	
Y73C8C.4	18,90219712	0,215389602	0,324450944	0,66385876	0,506780713	0,969565567	NO	
C36B1.11	790,1415175	-0,115446352	0,173926797	-0,663764032	0,506841349	0,969565567	NO	
Y43C5A.2	1508,633574	-0,073263369	0,110377035	-0,663755541	0,506846785	0,969565567	NO	
Y47G7B.2	26,20622066	0,17524159	0,264050011	0,663668177	0,506902712	0,969565567	NO	
spr-2	2166,030379	-0,121176475	0,182623896	-0,663530227	0,506991027	0,969565567	NO	
T05H4.3	39,32820252	-0,215369005	0,324629171	-0,663430844	0,507054657	0,969565567	NO	
F56F4.8	977,896117	-0,114709019	0,172906266	-0,663417363	0,507063288	0,969565567	NO	
lin-56	556,6498653	-0,142764071	0,21519817	-0,663407457	0,507069631	0,969565567	NO	
cyp-33C8	371,4118653	0,094256584	0,142085595	0,663378888	0,507087924	0,969565567	NO	
sri-32	2,223665016	-0,597998649	0,901464799	-0,663363284	0,507097915	0,969565567	NO	
mec-4	208,0370996	-0,101984962	0,153749543	-0,663318797	0,5071264	0,969565567	NO	
Y41D4A.7	1347,171816	-0,05991064	0,090328305	-0,663254336	0,507167677	0,969575748	NO	
col-50	2,984056349	0,483163366	0,728578232	0,663159211	0,507228592	0,969577286	NO	
aat-7	2,204644379	-0,665639169	1,003849427	-0,663086665	0,507275051	0,969577286	NO	
R07D5.6	0,729910662	-0,883295194	1,332333553	-0,662968513	0,507350721	0,969577286	NO	
arrd-10	1010,03395	-0,118435092	0,178668636	-0,662875673	0,507410184	0,969577286	NO	
W04G3.13	0,693233397	-0,813761903	1,227667387	-0,662852098	0,507425283	0,969577286	NO	
clec-3	51,10259044	0,190225788	0,286986205	0,662839485	0,507433362	0,969577286	NO	
C15F1.14	32,98290019	0,297613334	0,44901416	0,662815029	0,507449027	0,969577286	NO	
K09C4.5	94,05827024	0,106079554	0,160072385	0,662697401	0,507524375	0,969577286	NO	
cdc-7	391,0314652	-0,114023388	0,172064989	-0,662676287	0,5075379	0,969577286	NO	
T24D1.2	1425,513786	-0,089444811	0,134982841	-0,662638379	0,507562184	0,969577286	NO	
fbxb-34	174,2371724	-0,13961895	0,21070245	-0,662635625	0,507563948	0,969577286	NO	
F46F5.10	0,332886825	1,23473651	1,86389678	0,662448974	0,507683526	0,969655255	NO	
linc-73	57,34853793	0,176080983	0,265821944	0,662401983	0,507713633	0,969655255	NO	
malt-1	641,584126	-0,09667196	0,145951283	-0,662357725	0,50774199	0,969655255	NO	
C16E9.24	106,9969881	0,101723531	0,153585587	0,66232472	0,507763138	0,969655255	NO	
C27A7.6	148,7158042	0,081908064	0,123683761	0,662237818	0,507818821	0,969655255	NO	
kin-16	9,72591529	0,281463072	0,425019792	0,662235212	0,507820491	0,969655255	NO	
Y73B6A.1	46,35002417	-0,183930234	0,27786451	-0,661942159	0,508008291	0,969945176	NO	
smrc-1	872,4868295	-0,096963029	0,146533266	-0,661713422	0,508154901	0,970005116	NO	
rpn-5	2793,073312	0,056623671	0,085575708	0,661679264	0,508176797	0,970005116	NO	
srr-8	1,012921797	-0,88355922	1,335434636	-0,661626707	0,508210487	0,970005116	NO	
C54D10.5	94,91285807	-0,114636129	0,173269447	-0,661606134	0,508223676	0,970005116	NO	
Y39A3B.7	1,799370892	-0,531511048	0,803376753	-0,661596251	0,508230011	0,970005116	NO	
egl-18	5613,214013	-0,11862182	0,179307163	-0,661556506	0,50825549	0,970005116	NO	
mdt-8	1169,542764	-0,099327294	0,150155086	-0,661498034	0,508292975	0,970008013	NO	
mxt-1	2215,4437	-0,096814442	0,146444555	-0,661099638	0,508548417	0,970125991	NO	
btb-22	2,482552821	-0,532263901	0,805255967	-0,660987217	0,508620512	0,970125991	NO	
srbc-3	0,597897936	1,176610945	1,780216795	0,660936886	0,508652789	0,970125991	NO	
zmp-1	981,0140214	0,105349677	0,159396217	0,660929598	0,508657464	0,970125991	NO	
F13G3.12	292,7359006	0,093991022	0,142211049	0,660926299	0,508659579	0,970125991	NO	
skr-20	1878,104811	0,094857192	0,143542879	0,660828265	0,508722454	0,970125991	NO	
top-3	485,6888644	-0,1270818	0,192310834	-0,660814565	0,508731241	0,970125991	NO	
F40B5.2	1151,27673	0,040831839	0,061790534	0,66081059	0,508733791	0,970125991	NO	
kbp-3	2083,974278	-0,138693054	0,209898566	-0,660762275	0,508764779	0,970125991	NO	
rsef-1	96,02580976	-0,117293249	0,177548947	-0,66062486	0,508852922	0,970125991	NO	
Y82E9BR.3	43318,81784	0,104881572	0,158761895	0,660621822	0,508854871	0,970125991	NO	
josd-1	272,9595776	0,116998808	0,177104157	0,660621464	0,5088551	0,970125991	NO	
C11G10.11	0,469307851	1,299385938	1,966932305	0,660615485	0,508858936	0,970125991	NO	
aman-1	806,8685766	-0,149678945	0,226589667	-0,660572686	0,508886391	0,970125991	NO	
C31H1.97	0,648339753	1,084953166	1,642577081	0,660518875	0,50892091	0,970125991	NO	
K08E7.5	2159,484549	-0,120760858	0,182837558	-0,660481679	0,508944772	0,970125991	NO	
zif-1	984,0487667	-0,137887634	0,208808873	-0,660353328	0,509027115	0,970125991	NO	
C33G3.4	2811,421082	-0,134950032	0,204364732	-0,66033914	0,509036218	0,970125991	NO	
ttbk-6	1,050387908	0,697508184	1,056470186	0,660225148	0,509109356	0,970125991	NO	
R01E6.7	301,4868537	0,085163351	0,129004025	0,660160414	0,509150893	0,970125991	NO	
pqn-51	3959,631764	0,06507387	0,098578746	0,660120689	0,509176383	0,970125991	NO	
jip-1	760,6553249	-0,106594284	0,161486238	-0,660082776	0,509200711	0,970125991	NO	
nlp-67	273,1711713	-0,138843497	0,21039302	-0,659924446	0,509302316	0,970125991	NO	
ift-74	380,6935149	-0,139526551	0,21142822	-0,659923974	0,509302619	0,970125991	NO	
idhg-1	5239,420293	-0,04953675	0,075068352	-0,659888598	0,509325322	0,970125991	NO	
rpl-29	19863,54862	0,145313058	0,220238223	0,65979945	0,509382536	0,970125991	NO	
F08F3.8	3,681272965	-0,469626196	0,711780007	-0,659791215	0,509387822	0,970125991	NO	
T06A10.106	2,641132122	0,475477103	0,720657763	0,659782115	0,509393662	0,970125991	NO	
K10C9.7	35,62779205	0,184164766	0,279132519	0,659775385	0,509397981	0,970125991	NO	
E01G6.2	823,0472905	-0,056964961	0,086354638	-0,659663015	0,509470106	0,970158715	NO	
srbc-68	0,342454935	-1,486739491	2,254041713	-0,659588278	0,509518079	0,970158715	NO	
T22F3.12	153,3503347	0,128724177	0,195160682	0,659580481	0,509523084	0,970158715	NO	
abu-1	69,7941684	-0,197250542	0,299149613	-0,659370874	0,509657641	0,970346411	NO	
ZK381.62	128,3861299	0,170143359	0,258074266	0,659280609	0,509715592	0,97038824	NO	
W08F4.5	58,53209424	0,165667563	0,251348037	0,659116199	0,509821154	0,970488121	NO	
H22K11.10	0,840661953	0,662110957	1,004588395	0,659086807	0,509840027	0,970488121	NO	
syg-1	1902,520979	-0,0957349	0,145268838	-0,659018833	0,509883675	0,970502705	NO	
F13C5.3	97,54664124	0,10479898	0,159044904	0,658926986	0,509942656	0,970536765	NO	
Y95B8A.16	30,54782319	-0,203574325	0,308982603	-0,658853679	0,509989733	0,970536765	NO	
irld-33	1,971236111	-0,533244883	0,80945786	-0,658767935	0,510044801	0,970536765	NO	
popl-4	579,2789997	0,093300896	0,141659669	0,65862709	0,510135262	0,970536765	NO	
hda-10	693,005022	-0,126013506	0,191345837	-0,658564135	0,5101757	0,970536765	NO	
polk-1	638,8289014	-0,150689237	0,228820687	-0,658547264	0,510186537	0,970536765	NO	
F44D12.2	778,0282001	-0,067848995	0,103042991	-0,658453272	0,510246914	0,970536765	NO	
F52E1.3	2,155108112	-0,531186793	0,806719293	-0,658453067	0,510247045	0,970536765	NO	
F23B12.10	13,75235766	0,165958243	0,252068105	0,658386521	0,510289794	0,970536765	NO	
Y50D4C.12	154,3661922	-0,19236671	0,292184854	-0,658373313	0,51029828	0,970536765	NO	
F07C6.3	14,47123097	-0,184365511	0,280061514	-0,658303629	0,510343047	0,970536765	NO	
F07G6.2	0,766667316	0,65274016	0,991924433	0,658054322	0,510503226	0,970536765	NO	
eif-2A	3386,443658	-0,07667156	0,116523956	-0,657989677	0,510544764	0,970536765	NO	
C27A12.4	48,88659607	-0,121204998	0,184211474	-0,657966604	0,510559591	0,970536765	NO	
T15D6.8	1,0164166	-1,065503661	1,619430649	-0,657949546	0,510570552	0,970536765	NO	
cyp-35B3	3,582464394	0,480113669	0,729712236	0,657949319	0,510570698	0,970536765	NO	
C01G12.15	0,39373643	1,333755281	2,027297914	0,657898019	0,510603664	0,970536765	NO	
srt-14	0,285036794	-1,695066883	2,576643421	-0,657858542	0,510629033	0,970536765	NO	
fcd-2	2805,119601	0,068515832	0,104161491	0,657784677	0,510676502	0,970536765	NO	
col-61	194,2388884	0,155536313	0,236455894	0,657781504	0,510678541	0,970536765	NO	
ari-1.3	2055,053388	-0,100115802	0,15221407	-0,65773027	0,510711468	0,970536765	NO	
C10C5.3	393,0168816	-0,09090126	0,138206645	-0,657719891	0,510718138	0,970536765	NO	
C45B2.13	0,293435442	-1,242795188	1,890008028	-0,657560799	0,510820391	0,970536765	NO	
Y17G9A.4	33,56450736	-0,140204213	0,213223959	-0,657544368	0,510830952	0,970536765	NO	
mkk-4	1016,607348	0,066202938	0,100696564	0,65744982	0,510891726	0,970536765	NO	
T07F10.11	2,324742718	0,440942326	0,670738342	0,65739842	0,510924767	0,970536765	NO	
Y57A10A.41	0,446934602	0,756968347	1,151598752	0,657319527	0,510975483	0,970536765	NO	
abcf-1	2293,34428	-0,137852481	0,209726091	-0,657297717	0,510989504	0,970536765	NO	
Y69A2AR.43	1,808910131	-0,437013904	0,664888566	-0,657273904	0,511004813	0,970536765	NO	
tag-244	128,2852853	-0,138356016	0,210502343	-0,657265916	0,511009948	0,970536765	NO	
C16D9.11	2,276725177	-0,402493325	0,612424152	-0,657213345	0,511043746	0,970536765	NO	
str-264	0,66364965	-0,874366411	1,330547006	-0,657148081	0,511085706	0,970536765	NO	
twk-45	73,85883949	-0,102892369	0,156581061	-0,657118867	0,511104489	0,970536765	NO	
F40E10.5	2440,700187	-0,116468719	0,177252193	-0,657079144	0,511130029	0,970536765	NO	
D2023.12	0,728933558	0,683753754	1,040678275	0,657027028	0,511163538	0,970536765	NO	
W08F4.18	0,978961964	0,830210545	1,26370728	0,656964282	0,511203883	0,970536765	NO	
cdh-10	485,8285689	-0,110280714	0,167875701	-0,656918856	0,511233093	0,970536765	NO	
ZK402.1	5,119429959	-0,214484029	0,326568642	-0,656780844	0,511321843	0,970589735	NO	
C09F9.1	25,66752223	0,227809645	0,346923746	0,656656246	0,511401974	0,970589735	NO	
ZC334.7	209,2138614	0,121165158	0,1845252	0,656632038	0,511417544	0,970589735	NO	
snf-2	7,262663553	0,332730333	0,506733004	0,656618635	0,511426163	0,970589735	NO	
T24H10.1	3759,182081	-0,099523746	0,151580208	-0,65657481	0,51145435	0,970589735	NO	
F29G9.13	0,389278784	-1,001064347	1,524880037	-0,65648728	0,511510649	0,970589735	NO	
F21D5.7	5420,834483	-0,102002295	0,155376725	-0,656483751	0,511512919	0,970589735	NO	
K09F5.8	0,375946972	1,216677844	1,853837654	0,656302261	0,511629663	0,970742956	NO	
F53F1.2	2372,512466	0,058863737	0,089725316	0,656043801	0,511795942	0,970937947	NO	
Y52B11A.20	347,0207647	-0,115165073	0,175551691	-0,656018018	0,511812531	0,970937947	NO	
dmd-6	4131,68554	-0,137348052	0,209380123	-0,655974644	0,511840439	0,970937947	NO	
mir-231	1,489481375	0,638916763	0,974246373	0,65580615	0,511948859	0,971020724	NO	
snx-17	1550,794829	-0,073549882	0,112153784	-0,655794919	0,511956086	0,971020724	NO	
H12D21.2	8,011913934	-0,212277961	0,323761926	-0,655660669	0,512042481	0,971116291	NO	
ptc-2	173,0024092	-0,155296059	0,23687614	-0,655600262	0,512081357	0,97112173	NO	
K03B8.4	5,456421747	0,252109093	0,384627158	0,655463579	0,512169328	0,971139558	NO	
F16D3.8	7,422823265	-0,353469887	0,539333072	-0,655383297	0,512221003	0,971139558	NO	
T13G4.4	445,3159125	0,065165646	0,099450069	0,655259938	0,51230041	0,971139558	NO	
F26F2.1	10,15262693	0,346457339	0,528736662	0,655254995	0,512303591	0,971139558	NO	
ZK675.7	0,280975531	1,698737528	2,592694848	0,65520149	0,512338035	0,971139558	NO	
C31B8.16	1,095219795	-0,82637135	1,261650745	-0,654992162	0,5124728	0,971139558	NO	
C27F2.7	49,87822738	-0,090250006	0,137796717	-0,654950333	0,512499732	0,971139558	NO	
vha-18	239,2841493	-0,129421894	0,197630667	-0,654867464	0,51255309	0,971139558	NO	
C41G6.13	1,657863978	0,669771806	1,022803922	0,65483891	0,512571476	0,971139558	NO	
Y75B12B.8	1,657863978	0,669771806	1,022803922	0,65483891	0,512571476	0,971139558	NO	
otub-3	2623,631096	-0,097356361	0,148684091	-0,654786669	0,512605115	0,971139558	NO	
lsy-27	1971,664302	0,100180579	0,153020644	0,654686695	0,512669493	0,971139558	NO	
mir-2217.2	0,416036413	0,811777477	1,240211289	0,654547724	0,512758991	0,971139558	NO	
calu-1	28116,66958	0,085247815	0,130240256	0,65454275	0,512762194	0,971139558	NO	
C06H5.6	584,3044378	-0,083966784	0,128287044	-0,654522709	0,512775101	0,971139558	NO	
tag-89	180,4761657	-0,096386034	0,147306472	-0,65432315	0,512903634	0,971139558	NO	
sip-1	7130,648297	0,143969	0,220031222	0,654311687	0,512911018	0,971139558	NO	
pals-21	1,786961211	-0,622009873	0,950664593	-0,654289512	0,512925302	0,971139558	NO	
taf-4	21116,74292	-0,10925112	0,166982457	-0,654267053	0,512939768	0,971139558	NO	
nep-5	1,155097732	-0,706386269	1,079671759	-0,654260208	0,512944178	0,971139558	NO	
oxa-1	1431,609869	0,051680445	0,078997524	0,654203348	0,512980805	0,971139558	NO	
fipr-28	0,335840129	1,474491679	2,254090564	0,654140389	0,513021362	0,971139558	NO	
nas-9	41,85420323	0,168195143	0,25715875	0,654051798	0,513078435	0,971139558	NO	
C04E7.1	1,051003247	0,650056617	0,993924819	0,654029968	0,513092499	0,971139558	NO	
syp-3	199,1239907	0,094355264	0,144273856	0,654001122	0,513111083	0,971139558	NO	
K12C11.1	3397,507758	0,091899773	0,140527243	0,653964104	0,513134932	0,971139558	NO	
lin-39	1179,371729	0,076462367	0,116940252	0,653858407	0,513203033	0,971139558	NO	
aat-3	4337,592109	-0,115576029	0,17676438	-0,653842302	0,51321341	0,971139558	NO	
K01G5.5	14173,89683	-0,052686813	0,080585147	-0,653803019	0,513238721	0,971139558	NO	
dkf-1	2916,435201	-0,069903077	0,106929864	-0,653728288	0,513286875	0,971139558	NO	
F31E8.16	0,332632937	-1,47303568	2,25337404	-0,65370225	0,513303653	0,971139558	NO	
T11F9.14	0,697145544	-0,785512207	1,201693408	-0,653671063	0,51332375	0,971139558	NO	
Y51F10.11	334,3483981	-0,083830192	0,128255125	-0,6536206	0,513356269	0,971139558	NO	
mir-785	0,381076598	1,200738555	1,837104156	0,653603962	0,513366991	0,971139558	NO	
cpt-2	2569,479643	-0,067903017	0,103904303	-0,653514966	0,513424344	0,971139558	NO	
T13A10.64	10,01824345	0,251052658	0,384170176	0,653493356	0,513438271	0,971139558	NO	
